renters,description
Meval Official Store,"Catatan Penting : Pengiriman ke Luar Pulau Jawa seperti Sumatera, Kalimantan Sulawesi, Bali, dan Indonesia Timur WAJIB menggunakan eksedisi via JALUR DARAT. Penggunaan kurir lain tidak akan diproses karena barang mengandung baterai dan akan ditolak pihak keamanan bandara. Mohon dapat dimaklumi. Meval EML Lebih Awet dan tidak mudah rusak karena dilengkapi Perlindungan Overcharge yang berfungsi untuk memotong aliran listrik ketika pengisian baterai sudah selesai tetapi masih tersambung ke kontak listrik. Bebas dari khawatir jika lupa mencabut kontak listrik ketika ditinggal tidur pada malam hari. Temukan kenyamanan beraktivitas dengan Meval EML Head Lamp yang didesain secara Elegan dan Ergonomis dengan memperhatikan bentuk dan ukuran. Meval EML Head lamp sudah banyak digunakan untuk camping, hiking, memancing, ataupun aktivitas malam hari di alam. Spesifikasi Produk : - Jenis Produk : Head Lamp - Warna Lampu : Putih - Kapasitas : 3 Watt - Jenis Baterai : 4V 900mAh Sealed Lead Acid - Voltage   : AC 220-240V 50/60Hz - Waktu Pengisian : 12 - 15 Jam - Durasi Penggunaan : 4 Jam (Pemakaian Daya Rendah) dan 2 Jam (Pemakaian Daya Tinggi) KEUNTUNGAN EML HEAD LAMP MEVAL : - Jarak tembak cahaya hingga 100 m dan penyebaran sudut hingga 90. - Charge yang menyatu dengan produk memberikan kemudahan dalam pengisian ulang baterai sehingga tidak perlu repot membawa tambahan kabel isi ulang. - Memiliki 2 tipe daya yang dapat dipilih ketika digunakan yaitu daya rendah yang menghasilkan cahaya fokus pada jarak dekat dan daya tinggi yang menghasilkan cahaya luas untuk jarak jauh. #Meval #Lampu #LED  #Emergency #LampuEmergency #LampuKepala #HeadLamp"
Back to climbing,"#BTCReadyStock Dengan 300 lumens kecerahan dan seragam, pencahayaan yang nyaman, headlamp TIKKINA® menerangi malam Anda di bawah bintang-bintang! Ini sama baiknya untuk membaca di tenda Anda seperti halnya untuk berkeliling perkemahan atau hiking. Mudah digunakan, dengan satu tombol dan ikat kepala simetris untuk menyesuaikan ukuran. Ringkas dan ringan, dapat dimasukkan dengan mudah ke dalam saku atau ransel Anda, sehingga Anda dapat membawanya ke mana saja. TIKKINA® hadir dengan 3 baterai standar dan juga kompatibel dengan baterai isi ulang CORE, berkat desain HYBRID CONCEPT-nya. Specifications : - Brightness: 300 lumens (ANSI/PLATO FL 1) - Weight: 92 g - Beam pattern: Flood - Energy: Three AAA/LR03 batteries (included) or CORE rechargeable battery (available as accessory) - Battery compatibility: Alkaline, lithium or Ni-MH rechargeable - Certification(s): CE - Watertightness: IPX4 (weather-resistant)"
Lampu LED Store,"Senter Kepala dengan model yang baru memilki desain yang kecil tapi super terang dan dapat dizoom. Nyaman digunakan di kepala dan ringan. Fitur: 1. Bahan aluminum alloy casing dan waterproof  2. Tipe lampu T6 LED, sehingga cahaya yang dihasilkan sangat terang 3. Mudah digunakan, portable dan multifungsi 4. Tali kepala bisa diatur sehingga nyaman digunakan 5. Terdapat fungsi sensor (tekan tombol nya selama 3 detik) 6. Cocok untuk camping, buruh, mancing, mendaki, darurat, ataupun perbaikan  Cara menyalakan sensor: Tekan tombol nya selama 3 detik dan cahaya biru yang ada di belakang tempat baterai akan menyala Spesifikasi: Warna: Hitam Bahan: Aluminium Alloy Tipe Lampu: T6 Lumens: 900LM Baterai: 2*18650 lithium (sudah termasuk) Metode Pengecasan: USB charge Mode Cahaya: 3 level mode (strong/medium/flash) Waktu Pengisian Daya: 3-4 jam Waktu Kerja: 3-5 jam Maksimal Jarak Jangkauan: 100m Waterproof rating: IPx4 Diameter Kepala: 3.7cm Isi Kemasan: 1 x Senter Kepala 2 x Baterai 18650 1 x Cas"
Back to climbing,"BTCreadystock Menghasilkan 450 lumens, ARIA® 2 dirancang untuk digunakan oleh profesional pemeliharaan. Tahan lama, tahan jatuh dan benturan. Ini juga tahan air dan tahan debu, sehingga cocok untuk berbagai kondisi kerja. Mudah digunakan, dengan satu tombol untuk mengontrol semua fungsi lampu. Nyaman dan menggunakan pelat pemasangan yang tersedia sebagai aksesori. ARIA® 2 hadir dengan tiga baterai standar dan juga kompatibel dengan baterai isi ulang CORE, dengan desain HYBRID CONCEPT-nya. Description : * Headlamp designed for occasional professional use : - Durable construction: the lamp is impact resistant (IK07) and fall resistant (up to 2 meters) - Mixed beam for easier movement - Three white lighting levels : MAX BURN TIME, STANDARD (better power/burn time balance), and MAX POWER * Easy to use : - Single button for quick and easy lighting level selection - Plate allows you to easily orient the lamp in desired direction - Battery charge indicator shows the battery level each time lamp is turned on or off - LOCK function prevents the lamp from turning on during transit or storage Practical : - Adjustable headband is symmetrical to more easily adjust the fit, as well as removable and washable  - The plate is compatible with accessories that allow you to install the headlamp on a helmet (HELMET ADAPT adhesive plate for a variety helmet types, or SLOT ADAPT for helmets that have a compatible slot) - ARIA® 2 comes with three AAA/LR03 batteries and is also compatible with the CORE rechargeable battery (not included), with its HYBRID CONCEPT design Specifications : * Brightness : 450 lumens (ANSI/PLATO FL 1) * Beam pattern : Flood, mixed * Weight : 106 g * Watertightness : IP67 * Impact resistance : IK07 (EN/IEC 62262) * Fall resistance : 2 meters (ANSI/PLATO FL 1) * Energy : Three AAA/LR03 batteries (included) or CORE rechargeable battery (available as accessory) * Battery compatibility : Alkaline, lithium, or Ni-MH rechargeable * Certification(s) : CE, UKCA"
KISHO TANGERANG,LAMPU DEPAN HEADLIGHT UTK VW GOLF MK6 TSI  Plug n play tidak merubah apapun tinggal pasang TIDAK BISA UTK VW GOLF GTI  Brand New In Box merk VLAND Harga tertera utk 1 pasang lampu = kiri dan kanan
Aoki Official Store,"📦Keunggulan : (Kabel USB Type-C + Adaptor 5V2A) 📌1.Menggunakan baterai lithium berkualitas. 📌2.Baterai tahan lama dan dapat digunakan lebih dari 1000 kali. 📌3.Cangkir reflektor paduan aluminium berdaya tinggi, tahan lama, dan kecerahan tinggi. 📌4.Mempunyai dua tingkatan cahaya. 📌5.Menggunakan lampu LED. 📌6.Produk memiliki fungsi tahan air biasa dan tidak dapat di rendam di dalam air. 📌7.Cangkir lampu aluminium memiliki kinerja pembuangan panas yang baik dan kecerahan yang seragam. Spesifikasi : ⚡Merek : Aoki ⚡Model :AK-3701A 40W / AK-3072A 60W ⚡Kapasitas : 40W 6000mAh / 60W 9000mAh ⚡Baterai : 18650 Lithium ⚡Daya : 40W/60W ⚡Durasi penggunaan : •Pencahayaan 1 = 18 jam •Pencahayaan 2 = 12 jam •Pencahayaan 3 = 24 jam ⏳Cara penggunaan : 1.Lampu ini mengadopsi reflektor paduan aluminium berkualitas tinggi dan jarak iluminasi yang Panjang. 2.Saat menggunakan, tekan tombol daya. 3.Atur kecerahan sesuai dengan keinginan. ⚠️ Note : 1.Isi daya tepat waktu setelah digunakan, jangan biarkan produk dalam keadaan tidak berdaya untuk waktu yang lama, maksimum pengisian 15 jam. Jika tidak sering digunakan harap isi ulang setiap 3 bulan setelah penyimpanan, jika tidak masa pakai baterai akan berkurang. 2. Jangan mengarahkan lampu ke mata, agar tidak mempengaruhi penglihatan ( jika digunakan dengan anak-anak harus berada dibawah bimbingan orang dewasa ). 3.Kontak pengisian daya produk dan kontak dudukan pengisi daya harus selalu bersih. Tidak boleh disentuh dengan benda logam untuk menghindari korsleting internal. 4.Harap gunakan pengisi daya yang disertakan dengan produk ini. Non professional tidak boleh membongkar dan memperbaikinya. 5.Dilarang menggunakan adaptor dengan tegangan keluaran lebih tinggi dari 4.3V untuk menghindari kerusakan produk. ⚠️ Hati-hati terhadap produk Palsu/ Tiruan yang sudah beredar dengan harga jauh lebih murah. kebanyakan tidak memberikan jaminan Garansi barang original."
Surya Lighting Official store,"Surya SYH L125A Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 12W dengan jarak sorot yang tajam hingga 100 meter. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Bonus lensa kuning, yang memungkinkan sinar dapat menembus hujan/kabut. (note : lensa kuning model kunci di dalam) *Terdapat indikator pengecasan baterai penuh di adaptor.  *Tipe LED: LED Super *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 1800mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 6 Jam *Bahan Produk: ABS *Diameter Lampu: 50mm *Dimensi Lampu: 73.5 x 75 x 55 mm *Aksesoris: Lensa Kuning. Adaptor Pengecasan &  Karet Ikat Kepala  *Aplikasi :Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L335R Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Cree LED 33W dengan diameter reflektor yang besar, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 250 meter. *Dapat di gunakan di dalam air, menjadikan pengalaman menyelam anda lebih memuaskan, dengan tingkat kedalaman hingga 10 meter *Baterai yang dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor.  *Watt: 33W *Tipe LED: Cree LED *Warna LED: Putih *Baterai: 2pcs Lithium 18650 *Kapasitas: 3.7V 4800mAh *Lama Penggunaan: 16 Jam *Waktu Pengecasan: 8 Jam *Bahan Produk: ABS *Diameter Lampu: 84.2mm *Dimensi Lampu: 84.2 x 90 x 84.2 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Di lengkapi dengan fitur : -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. -SOS yang berguna sebagai sandi darurat/ pencarian/ tersesat. *Aplikasi :Penyelam, Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi, dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L705E Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Electronic Spotlight LED 70W dengan diameter reflector yang besar, sehingga cahaya yang dihasilkan sangat terang dengan jarak sorot yang jauh hingga 500 meter. *Pengisian daya yang cepat dan dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator daya baterai pada senter kepala. *Tahan terhadap cipratan air yang memungkinkan untuk digunakan pada kegiatan outdoor. *Di lengkapi dengan fitur : SOS, yang berguna sebagai sandi darurat/ pencarian/ tersesat. Blitz, bisa di gunakan pada saat berburu. *Watt: 70W *Tipe LED: Electronic Spotlight LED *Warna LED: Putih *Baterai: 3pcs Lithium 18650 *Kapasitas: 3.7V 8000mAh *Lama Penggunaan: 40 Jam *Waktu Pengecasan: 6 Jam *Bahan Produk: Aluminium + ABS *Diameter Lampu: Ø95 mm *Dimensi Produk: 111 x 95 x 95 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Tingkat Cahaya: Kuat, Lemah, Blitz *Fungsi Tambahan: Dimmer *Aplikasi: Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L155E Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Super LED 15W, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 150 meter. *Pengisian daya yang cepat dan dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor. *Tahan terhadap cipratan air yang memungkinkan untuk digunakan pada kegiatan outdoor. Watt: 15W *Tipe LED: Super LED *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 3 Jam *Bahan Produk: ABS *Diameter Lampu: Ø54 mm *Dimensi Produk: 74.5 x 77.5 x 54.5 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Tingkat Cahaya	: Kuat, Lemah *Aplikasi : Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Hardware Solutions,"Fitur Ringan dan Nyaman Karena digunakan di kepala, NU25 ULdirancang dengan bobot yang super ringan agar tidak pusing saat digunakan. Lengkap dengan rangkaian tali yang dapat di atur panjangnya. Selain nyaman, Anda mungkin tidak akan merasa menggunakan headlamp karena bobotnya yang ringan. Terang dan Halus Berikan Anda pencahayaan yang memadai hingga 400 lumens. Pancarancahayanya pun lembut dengan transmisi hingga 94%. Sangat cocok untuk menemani sesi jogging malam Anda atau kegiatan luar ruangan lainnya. Cuaca Bukan Penghalang Gunakan headlamp LED ini di mana pun Anda berada meski cuaca tidak menentu. Senter telah dibekali material khusus dengan kelas IP66. Hal ini membuat senter tidak mudah rusak meski terkena air. Ketahanan juga berlaku saat senter terjatuh dari ketinggian sejauh 1meter. Ragam Mode Multifungsi Satu lagi yang membuat headlamp LED ini cocok untuk beragam aktivitas. Anda dapat mengaktifkan lampu bercahaya merah untuk keperluan observasi, respon darurat, hingga photography. Lalu ada lampu spotlight untuk menyorot fokus sejauh 58 meter. Tak ketinggalan lampu floodlight dengan jarak pancar yang lebih luas hingga 100 derajat. Uniknya, Anda dapat menyalakan lampu spotlight dan floodlight secara bersamaan. Isi Daya Cepat Adanya indikator daya akan membantu Anda mengetahui daya baterai. Saat dayanya habis, cukup isi daya headlamp menggunakan kabel USB type-C. Headlamp telah dibekali baterai berkapasitas 650 mAh sehingga Anda tidak perlu membeli baterai berulang kali seperti headlamp pada umumnya. Spesifikasi NITECORE Headlamp LED Senter Kepala Lightweight USB Dual Beam 400lm - NU25 UL Lumens : 400 Lumens Jarak Penerangan : Jarak: 64 meter Intensitas Maksimal: 1029 cd Durasi Hidup : Max Runtime: 45 jam Kapasitas Baterai : Built-in 650 mAh Li-ion Material : PC Dimensi : 60.1 x 33 x 25.5 mm Lain-lain : Mode Khusus: Location Beacon, SOS Warna Lampu: Putih (Natural White) dan Merah"
SvkaSvka,Features :    Package Size : 120*110*100 cm gross weight : 185 g Material : Aluminium Alloy Battery : 3500 mAH / 2*18650 lithium Battery charging method :Fast Charging waterproof level : IPX4 lumen : 1600 lumens range : 200-500 m
Fenixlight Indonesia,"Toko resmi Fenixlight Indonesia di Tokopedia: www.tokopedia.com/fenixlightid  Jaminan produk resmi & 100% original! Fenix ​​HL18R-T adalah senter kepala trail running yang ringan. Headlamp untuk aktivitas lari yang menarik ini memiliki dua opsi sumber daya yang dikendalikan oleh dua sakelar independen. Anda dapat menggunakan baterai pack Li-polymer ARB-LP1300 yang disertakan sebagai opsi pertama Anda. Pilihan daya sekunder adalah 3 baterai AAA. Menawarkan dua opsi sumber daya memberikan ketenangan pikiran selama perjalanan panjang di dalam gelap. Untuk keamanan tambahan, ikat kepala Fenix ​​HL18R-T bersifat reflektif dan menyalurkan keringat. Selain itu, Anda dapat dengan mudah mengisi daya lampu depan dengan kabel Micro USB yang disertakan. Output maksimal Fenix ​​HL18R-T adalah 500 lumens, dengan mode runtime 20 jam untuk trail running. Mulailah hari ini dengan headlamp Fenix ​​HL18R-T baru. Fitur utama Fenix HL18R-T: - LED Cree XP-G3 S3 neutral white dan LED Everlight 2835 cool white. - Termasuk baterai pack Li-Polimer 1300 Mah; kompatibel dengan 3 baterai AAA Ni-MH / Alkaline (tipe ini dilarang mengisi daya didalam unit). - Fungsi penguncian menghindari aktivasi yang tidak disengaja. - Sakelar ganda untuk pengoperasian yang mudah dan cepat. - Tiga tingkat keluaran cahaya spotlight dan dua tingkat keluaran cahaya floodlight. - Port pengisian micro USB 5V / 1A untuk pengisian langsung.  Indikasi level baterai mengingatkan status baterai yang tersisa. - Gesper dorong-tarik putar yang telah dipatenkan untuk penyetelan ikat kepala dengan satu tangan. - Terbuat dari plastik dan aluminium berkualitas, proses injection moulding sebanyak tiga kali menghemat O-ring. - Size: 2.70″ x 1.85″ x 1.55″ / 68.5 x 45 x 39.5 mm. - Weight: 3.21 oz / 91 g (including battery). Kelengkapan: - Fenix HL18R-T headlamp x 1 - Fenix ARB-LP1300 Li-Polymer battery pack x 1 - Micro USB Charging Cable x 1 - User manual x 1"
LED Smart Home,"Lampu Senter Kepala Led T55 Multifungsi Headlamp COB Zoom Super Terang Senter Kepala 7 mode multi-fungsi. dilengkapi fungsi sensor, lampu sorot dengan jangkauan 500 meter, dan kecerahan 4000 lumens, awet, kuat dan tahan lama. Fitur: 1. Chip T8 Super Terang - Chip Led terkemuka yang memiliki kecerahan maksimum 4000 lumen. 2. Pengisian daya USB & Fungsi Powerbank - Senter kepala dapat diisi ulang dengan pengisian USB, serta dengan port output USB, yang dapat digunakan sebagai sumber daya darurat. 3. Lensa Teleskopik dan Zoom Mekanikal - desain Zoom In- dan Zoom Out, membuat pencahayaan menjadi lebih mudah, serta sudut pencahayaan 360°, dapat mengubah sudut cahaya ke arah yang Anda butuhkan. 4. Sensor Gerakan - Dilengkapi dengan mode sensor gerakan, Anda dapat dengan mudah mengaktifkan/mematikan cahaya dengan mengayunkan tangan. 5. IPX65 Tahan Air -Dengan tingkat kedap air IPX65. Cangkang berkualitas tinggi lebih tertutup dan tahan bocor, cocok untuk digunakan saat hujan atau salju, di dalam atau di luar ruangan.  Spesifikasi: Bahan: ABS + paduan aluminium Sumber Cahaya: Chip LED XML-T8 Lensa: Lensa Cembung Warna Cahaya: Putih +SOS (Merah+Biru) Switch: Double Switch (switch umum + switch sensor) Fungsi Sensor Induksi : sekitar 10-30 cm Mode Kerja: 5 mode Cahaya utama: Terang - redup - berkedip - mode sensor; Cahaya Samping : Terang - redup - berkedip merah dan biru Kecerahan: 4000 Lumen Sumber Daya: 2 x Baterai Lithium 18650 Built-In Pengisian Daya: Cas USB Waktu Pengisian: 2-4 Jam Waktu Pemakaian: 4-6 Jam Fungsi Output USB (Powerbank) Tahan Air: IPX55 (tidak dapat direndam dalam air) Isi Paket : 1 x Headlamp Sensor T55 1 x Kabel Cas USB 1 x Panduan Manual"
Surya Lighting Official store,"Surya SYH L655A Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Electronic Spotlight LED 65W dengan diameter reflector yang besar, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 500 meter. *Pengisian daya yang cepat dan dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor. *Tahan terhadap cipratan air yang memungkinkan untuk digunakan pada kegiatan outdoor. *Watt: 65W *Tipe LED: Electronic Spotlight LED *Warna LED: Putih *Baterai: 3pcs Lithium 18650 *Kapasitas: 3.7V 12.000mAh *Lama Penggunaan: 60 Jam *Waktu Pengecasan: 6 Jam *Bahan Produk: Aluminium + ABS *Diameter Lampu: 94 mm *Dimensi Lampu: 96.6 x 96 x 97 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Tingkat Cahaya	: Kuat, Lemah, SOS *Fungsi Tambahan: Dimmer *Di lengkapi dengan fitur : SOS, yang berguna sebagai sandi darurat/ pencarian/ tersesat. *Aplikasi : Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L155E Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip Super LED 15W, sehingga cahaya yang di hasilkan sangat terang dengan jarak sorot yang jauh hingga 150 meter. *Pengisian daya yang cepat dan dapat di cas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian secara otomatis jika baterai sudah terisi penuh, agar umur baterai tetap terjaga. *Terdapat indikator pengecasan baterai penuh di adaptor. *Tahan terhadap cipratan air yang memungkinkan untuk digunakan pada kegiatan outdoor. Watt: 15W *Tipe LED: Super LED *Warna LED: Putih *Baterai: Lithium 18650 *Kapasitas: 3.7V 2000mAh *Lama Penggunaan: 15 Jam *Waktu Pengecasan: 3 Jam *Bahan Produk: ABS *Diameter Lampu: Ø54 mm *Dimensi Produk: 74.5 x 77.5 x 54.5 mm *Aksesoris: Adaptor Pengecasan & Karet Ikat Kepala *Tingkat Cahaya	: Kuat, Lemah *Aplikasi : Perbengkelan, Pertambangan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
Surya Lighting Official store,"Surya SYH L125C Senter Kepala LED / Headlamp Rechargeable *Menggunakan Chip LED Super 12W dengan jarak sorot yang tajam hingga 100 meter. *Tahan terhadap guyuran air hujan, sehingga dapat digunakan untuk pemakaian outdoor. *Baterai yang dapat dicas ulang hingga 1000x, dengan perlindungan Overcharge Protection, yang dapat memutuskan arus pengisian otomatis jika baterai sudah terisi penuh.  *Warna LED : Putih *Baterai: Lithium Polymer *Kapasitas: 3.7V 3000mAh *Lama Penggunaan: 20 Jam *Waktu Pengecasan: 5 Jam *Bahan Produk: ABS *Diameter Lampu: 46mm *Dimensi Lampu: 68.5 x 62.6 x 71.6 mm *Aksesoris: Kabel Micro USB & Karet Ikat Kepala *Fungsi Tambahan: Dimmer & Blitz *Di lengkapi dengan fitur : -Dimmer, dapat mengatur tingkat cahaya sesuai dengan kebutuhan anda. -Blitz, bisa di gunakan pada saat berburu. *Aplikasi:Perbengkelan, Proyek Bangunan, Berburu, Memancing, Mendaki, Teknisi dll. Note : *Selama barang kami masih terpajang maka barang masih ready stock *Pesanan akan diproses maksimal dikirim 2 x 24 jam. *Mohon untuk buat Video Unboxing saat paket dibuka untuk menghindari kesalahan produk/ kurang barang. Karena mohon maaf, kami tidak menerima komplainan jika ada barang yang rusak atau salah kirim tanpa Video Unboxing. *Mohon Kotak dan Bukti pembelian disimpan untuk mempermudah dan mempercepat klaim garansi jika diperlukan. Informasi mengenai : *Kebijakan Garansi & Retur *Jadwal pengiriman produk *FAQ (Frequently ask Question) dapat di baca di informasi toko https://www.tokopedia.com/suryalighting Membeli berarti setuju dan mengikuti peraturan Surya Lighting Official Store"
